programme_title,programme_url,year_or_group,module_name,module_code,nqf_level,credits,pdf_url,pdf_local_path
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,Software Development Specialisation,Programming 271,Programming 271,Programming 271,Programming 271,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Programming-271-PRG271.pdf,kb_output\pdfs\Programming-271-PRG271.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,Software Development Specialisation,Programming 272,Programming 272,Programming 272,Programming 272,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Programming-272-PRG272.pdf,kb_output\pdfs\Programming-272-PRG272.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,Software Development Specialisation,Project Management 271,Project Management 271,Project Management 271,Project Management 271,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Project-Management-271-PMM271.pdf,kb_output\pdfs\Project-Management-271-PMM271.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,Software Development Specialisation,Statistics 271,Statistics 271,Statistics 271,Statistics 271,https://www.belgiumcampus.ac.za/wp-content/uploads/2022/07/Statistics-271-STA271.pdf,kb_output\pdfs\Statistics-271-STA271.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,Software Development Specialisation,Web Programming 271,Web Programming 271,Web Programming 271,Web Programming 271,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Statistics-271-STA271.pdf,kb_output\pdfs\Statistics-271-STA271.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,Software Development Specialisation,Internet Of Things 271,Internet Of Things 271,Internet Of Things 271,Internet Of Things 271,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Internet-of-Things-271-IOT271.pdf,kb_output\pdfs\Internet-of-Things-271-IOT271.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,Software Development Specialisation,Software Testing 271,Software Testing 271,Software Testing 271,Software Testing 271,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Software-Testing-271-SWT271.pdf,kb_output\pdfs\Software-Testing-271-SWT271.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,Software Development Specialisation,Cloud-Native Application Programming 371,Cloud-Native Application Programming 371,Cloud-Native Application Programming 371,Cloud-Native Application Programming 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Cloud-Native-Application-Programming-371-CNA371.pdf,kb_output\pdfs\Cloud-Native-Application-Programming-371-CNA371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,Software Development Specialisation,Data Analytics 371,Data Analytics 371,Data Analytics 371,Data Analytics 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Data-Analytics-371-DAL371.pdf,kb_output\pdfs\Data-Analytics-371-DAL371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,Software Development Specialisation,Database Development 371,Database Development 371,Database Development 371,Database Development 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Database-Development-371-DBD371.pdf,kb_output\pdfs\Database-Development-371-DBD371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,Software Development Specialisation,Innovation and Leadership 371,Innovation and Leadership 371,Innovation and Leadership 371,Innovation and Leadership 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Innovation-and-Leadership 371 - INL371.pdf,
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,Software Development Specialisation,Programming 371,Programming 371,Programming 371,Programming 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Programming-371-PRG371.pdf,kb_output\pdfs\Programming-371-PRG371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,Software Development Specialisation,Project 371,Project 371,Project 371,Project 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Project-371-PRJ371.pdf,kb_output\pdfs\Project-371-PRJ371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,Software Development Specialisation,Project Management 371,Project Management 371,Project Management 371,Project Management 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Project-Management-371-PMM371.pdf,kb_output\pdfs\Project-Management-371-PMM371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,Software Development Specialisation,Software Analysis & Design 371,Software Analysis & Design 371,Software Analysis & Design 371,Software Analysis & Design 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Software-Analysis-and-Design-371-SAD371.pdf,kb_output\pdfs\Software-Analysis-and-Design-371-SAD371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,Software Development Specialisation,Software Engineering 371,Software Engineering 371,Software Engineering 371,Software Engineering 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Software-Engineering-371-SEN371.pdf,kb_output\pdfs\Software-Engineering-371-SEN371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,Software Development Specialisation,Web Programming 371,Web Programming 371,Web Programming 371,Web Programming 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Web-Programming-371-WPR371.pdf,kb_output\pdfs\Web-Programming-371-WPR371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,Software Development Specialisation,Innovation Management 371,Innovation Management 371,Innovation Management 371,Innovation Management 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/Innovation-Management-371-INM371.pdf,kb_output\pdfs\Innovation-Management-371-INM371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,Software Development Specialisation,User Experience Design 371,User Experience Design 371,User Experience Design 371,User Experience Design 371,https://www.belgiumcampus.ac.za/wp-content/uploads/2021/02/User-Experience-Design-371-UXD371.pdf,kb_output\pdfs\User-Experience-Design-371-UXD371.pdf
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,,cookielawinfo-checkbox-analytics,cookielawinfo-checkbox-analytics,cookielawinfo-checkbox-analytics,cookielawinfo-checkbox-analytics,,
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,,cookielawinfo-checkbox-functional,cookielawinfo-checkbox-functional,cookielawinfo-checkbox-functional,cookielawinfo-checkbox-functional,,
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,,cookielawinfo-checkbox-necessary,cookielawinfo-checkbox-necessary,cookielawinfo-checkbox-necessary,cookielawinfo-checkbox-necessary,,
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,,cookielawinfo-checkbox-others,cookielawinfo-checkbox-others,cookielawinfo-checkbox-others,cookielawinfo-checkbox-others,,
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,,cookielawinfo-checkbox-performance,cookielawinfo-checkbox-performance,cookielawinfo-checkbox-performance,cookielawinfo-checkbox-performance,,
Bachelor of Information Technology,https://www.belgiumcampus.ac.za/bachelor-of-information-technology#content,,viewed_cookie_policy,viewed_cookie_policy,viewed_cookie_policy,viewed_cookie_policy,,
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology#TopBC,,Business Communication 161,BUC161,5,4,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Business-Communication-161-BUC161.pdf,kb_output\pdfs\Business-Communication-161-BUC161.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology#TopBC,,Business Management and Entrepreneurship 161,BME161,5,8,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Business-Management-and-Entrepreneurship-161-BME161.pdf,kb_output\pdfs\Business-Management-and-Entrepreneurship-161-BME161.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology#TopBC,,Computer Architecture 161,COA161,5,8,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Computer-Architecture-161-COA161.pdf,kb_output\pdfs\Computer-Architecture-161-COA161.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology#TopBC,,Database Concept 161,DBC161,5,8,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Database-Concept-161-DBC161.pdf,kb_output\pdfs\Database-Concept-161-DBC161.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology#TopBC,,Database Functionality 161,DBF161,5,8,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Database-Functionality-161-DBF161.pdf,kb_output\pdfs\Database-Functionality-161-DBF161.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology#TopBC,,End User Computing 161,EUC161,5,4,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/End-User-Computing-161-EUC161.pdf,kb_output\pdfs\End-User-Computing-161-EUC161.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology#TopBC,,Innovation and Leadership 161,INL161,5,10,https://www.belgiumcampus.ac.za/wp-content/uploads/2022/11/Innovation-and-Leadership-161-INL161.pdf,kb_output\pdfs\Innovation-and-Leadership-161-INL161.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology#TopBC,,Internet of Things 161,IOT161,5,8,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Internet-of-Things-161-IOT161.pdf,kb_output\pdfs\Internet-of-Things-161-IOT161.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology#TopBC,,Mathematics 161,MAT161,5,10,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Mathematics-161-MAT161.pdf,kb_output\pdfs\Mathematics-161-MAT161.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology#TopBC,,Network Development 161,NWD161,5,8,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Network-Development-161-NWD161.pdf,kb_output\pdfs\Network-Development-161-NWD161.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology#TopBC,,Problem Solving 161,PRS161,5,8,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Problem-Solving-161-PRS161.pdf,kb_output\pdfs\Problem-Solving-161-PRS161.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology#TopBC,,Programming 161,PRG161,5,12,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Programming-161-PRG161-1.pdf,kb_output\pdfs\Programming-161-PRG161-1.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology#TopBC,,Programming Principles 161,PRP161,5,8,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Programming-Principles-161-PRP161-1.pdf,kb_output\pdfs\Programming-Principles-161-PRP161-1.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology#TopBC,,Web Programming 161,WPR161,5,12,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Web-Programming-161-WPR161-1.pdf,kb_output\pdfs\Web-Programming-161-WPR161-1.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology#TopBC,,Statistics 161,STA161,5,4,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Statistics-161-STA161-1.pdf,kb_output\pdfs\Statistics-161-STA161-1.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology#TopBC,,Database Development 261,DBD261,6,7,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Database-Development-261-DBD261.pdf,kb_output\pdfs\Database-Development-261-DBD261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology#TopBC,,Enterprise Systems 261,ERP261,6,4,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Enterprise-Systems-261-ERP261.pdf,kb_output\pdfs\Enterprise-Systems-261-ERP261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology#TopBC,,Innovation and Leadership 261,INL261,6,10,https://www.belgiumcampus.ac.za/wp-content/uploads/2022/11/Innovation-and-Leadership-261-INL261.pdf,kb_output\pdfs\Innovation-and-Leadership-261-INL261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology#TopBC,,IT Law and Ethics 261,ILE261,6,6,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/IT-Law-and-Ethics-261-ILE261.pdf,kb_output\pdfs\IT-Law-and-Ethics-261-ILE261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology#TopBC,,Project Management 261,PMM261,6,7,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Project-Management-261-PMM261.pdf,kb_output\pdfs\Project-Management-261-PMM261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology#TopBC,,Business Communication 161,Business Communication 161,Business Communication 161,Business Communication 161,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Business-Communication-161-BUC161.pdf,kb_output\pdfs\Business-Communication-161-BUC161.pdf
